ID,text,label,Depression,Alcohol,Suicide,Drugs
Z38CHPES, how to avoid drug abuse ? ,3,0,0,0,1
NUJNN8HA, how will i stop ?  what addiction means . ,1,0,1,0,0
O7SRICTV, i feel rejected,0,1,0,0,0
TY6R8YBF,  is it right for depressed person to use drugs,0,1,0,0,0
4DDQ2BRX, i just stopped taking alcohol because i thought it was not good for me,1,0,1,0,0
CV11SA2H, how do i seek help from alcoholism,1,0,1,0,0
NYZTVG5E, i am  very stressed,0,1,0,0,0
G5GF4H7P, main challenges of depression and their side effects to my health,0,1,0,0,0
ZB73RBET,  feel confused and helpless and was pushed to the corner feeling kind of betteer,0,1,0,0,0
93G4A70N, how  does one avoid bad company ? ,3,0,0,0,1
X45W9Q0S, how to avoid depression in campus,0,1,0,0,0
ZBUCI1MA, causes of suicide by youths,2,0,0,1,0
J9T35NVE, what are the effects of alcohol ? ,1,0,1,0,0
JP9NVFHD," i feel very low , how do i overcome it ? ",0,1,0,0,0
ML2SKCYN, i feel painful and unwanted,0,1,0,0,0
MT04SPT2, what can i do to change the situation ? ,0,1,0,0,0
G4VUYDC1, what to do to resist the bad feeling ? ,0,1,0,0,0
5M88BU4L," too much classwork ,  and how do i cope with many responsibilities",0,1,0,0,0
2ANINIO7, how can i stop alcohol,1,0,1,0,0
BXMHPTHE," i am facing a lot of challenges in life financially ,  emotionally ,  psychologically and wwith no solutions … how can i safely look for solutions about depression on google",0,1,0,0,0
459AWRKP, i always feel down,0,1,0,0,0
2ZH6D7O3, sad and lonely,0,1,0,0,0
9XPAAVP5, i feel i'm unworthy and wasted,0,1,0,0,0
8MPE9DNC, what are the best ways i can follow to stop using it,1,0,1,0,0
65WCW3PH, i think i can handle my drink,1,0,1,0,0
J4ES54MZ, i feel depressed because of relationship issues,0,1,0,0,0
97VW5839, how can i stop taking alcohol,1,0,1,0,0
6T8HVMG3, what can i do to minimize my alcoholism,1,0,1,0,0
0RFTD03Y, how to deal and overcome bad situation,2,0,0,1,0
KBYAYAJC, effects of alcohol ? ,1,0,1,0,0
9WUGXUWF,  i used my rent money in gambling,0,1,0,0,0
QKBV071K, why do i exist ? ,0,1,0,0,0
BM946H9J, will prayer help me out of suicidal thoughts . ,2,0,0,1,0
IBADW0FW, how can i get help ? ,0,1,0,0,0
5I2N159N, who could be the reason for depression ? ,0,1,0,0,0
KTL0D91A, i do suffer depression at times and i think the best way to avoid it is keeping myself busy,0,1,0,0,0
1JALYOEE, how to avoid alcohol,1,0,1,0,0
HD9XSQZD, lonely and happiness,0,1,0,0,0
T65023SD, is there harm fo me when i take alcohol,1,0,1,0,0
YAKKXF3T, what is the  importance of alcohol ? ,1,0,1,0,0
PENYQE5S, i feel indescribable sadness,0,1,0,0,0
89FS5OH2, what are the common ways to reduce depression,0,1,0,0,0
HSAB9P4S, i feel so low,0,1,0,0,0
RI9SGXM0, parental neglection causing  my depression,0,1,0,0,0
4B8XOMN7, effects of alcohol on my body health,1,0,1,0,0
NGK6ZM5H, i have a bad company of friends that influence me to smoke weed,3,0,0,0,1
TD9B0JK7, why is that i don’t succeed in what i do,0,1,0,0,0
SCTJPCQ1, is there self worth in life ? ,2,0,0,1,0
QDBMJA08,  i have low self esteem ,0,1,0,0,0
YS9D64RF, how can i overcome alcoholism ?  ,1,0,1,0,0
MKWX9595, how can i stop using weed,3,0,0,0,1
HIE8CSV7, i am downhearted .  how can i overcome the feeling ? ,0,1,0,0,0
F6LTQ978, how to stop alcohol,1,0,1,0,0
P1R7AXPE, should i stop drinking alcohol,1,0,1,0,0
SCBE9RL5, how to overcome such an incident,2,0,0,1,0
27LQQZQ3, side effects and problems associated wwith depression,0,1,0,0,0
KHJGZIB1," i feel so irritated ,  why does this happen ? ",0,1,0,0,0
VPIOXWS8, what is the best way to wwithdraw from drugs ? ,3,0,0,0,1
4HDJ2MLK, feelings of anxiety and fear and feelings of inadequacy,0,1,0,0,0
IXEQA3Y4, what is a good of life ? ,1,0,1,0,0
X7ONF6SO, what are the effects of depression ? ,0,1,0,0,0
MTTRV505, measures to take to overcome suicidal thoughts,2,0,0,1,0
GR0P3AXE, how do i  avoid getting addicted,1,0,1,0,0
DQYT5T05, feeling lonely now i feel betteer,0,1,0,0,0
50NFWPFO,  why do we use bhang ? ,3,0,0,0,1
G1CNQX97, i felt incomplete and overthinking stress ,0,1,0,0,0
7ONNL6JS," my feelings were chaotic , sad , isolated now betteer",0,1,0,0,0
HBG8Z32E, how to study to avoid failing  of my exams,0,1,0,0,0
RICJ4SMV," was sad , lonely , confused now happy and content",0,1,0,0,0
87FJU3OA, how can i stop drug abuse ? ,3,0,0,0,1
4091K7GR, why do we drink anyway ?  what is the effect of overdrinking alcohol ? ,1,0,1,0,0
PTJM4W2F, how to overcome this peer pressure of taking alcohol ? ,1,0,1,0,0
M4SRHJHN, i am thinking about school expenses,0,1,0,0,0
F4UA4E08, how do i handle pain,0,1,0,0,0
4YAZ71T4, what can i do in order to stop alcohol abuse,1,0,1,0,0
RG2YXG81, how to manage social drinking ? ,1,0,1,0,0
QY55OB2E, why is life so difficult ? ,2,0,0,1,0
SP3FVI1L, i am sad,0,1,0,0,0
LZX05AM2,  it feels as if my head is exploding lots of burnout am feeling much betteer,0,1,0,0,0
TNLKFJ3W, i feel hopeless for now i am just fine,0,1,0,0,0
VSMF1JK5," i got to a stagnation point , dropped out of classes",0,1,0,0,0
0WD80PHP, what are the advantages of taking bhang ? ,3,0,0,0,1
1I1423F8, i feel stressed and hopeless,0,1,0,0,0
SD3C3HNH, challenging,0,1,0,0,0
9XHFLZW0, i feel abandoned and lonely,0,1,0,0,0
PBVEUVY5, i can't stop smoking weed because of the good feeling of calmness . ,3,0,0,0,1
V0SS50TS, i am overwhelmed by life . ,2,0,0,1,0
1VIUC0G0, i feel terrible,0,1,0,0,0
J6DZPN7V, is taking drugs worth it ? ,3,0,0,0,1
4JF0OXGT, i feel like days were flying past me,0,1,0,0,0
S1FD3U91, why do bad things always happen to me ? ,0,1,0,0,0
T62AVHMC, lonely and stressed,0,1,0,0,0
11CGOZLV, how can i avoid wasting my money on alcohol wwith friends,1,0,1,0,0
UL95QSEX, disappointed,0,1,0,0,0
4FZFI3HJ, how does one come out of depression ? ,0,1,0,0,0
33K6R2R3, how to stop the addiction,1,0,1,0,0
LPV5XWOK," i am lonely and not myself ,  simply because of relationship issues",0,1,0,0,0
X8GDM3BF, i'm still depressed and worried of my mental health,0,1,0,0,0
OZFGITK8, how will i stop ? ,1,0,1,0,0
HF2DDNQZ,  what can one do to reduce the feeling of depression ? ,0,1,0,0,0
YYNUDOWG, how to reduce excess intake of alcohol,1,0,1,0,0
P7Z3JK1D, whom should i disclose to my issues,0,1,0,0,0
L1GXD7QK, impacts of alcohol in real life,1,0,1,0,0
P6F3W88R, how can i stop taking bhang ? ,3,0,0,0,1
XPNDRLBZ, i was so depressed and i feel like the whole world was against me,0,1,0,0,0
TU17R8EH,"  i really feel bored wwith the situation i am in  ,  and experiencing dizziness  and a lack of appetite",0,1,0,0,0
MNARVFA1, i feel things were not going my way and feel like giving up,0,1,0,0,0
3HVSN1L9, i feel like i have wasted my life,0,1,0,0,0
AET542VI," insomnia , headache , social problems",0,1,0,0,0
E064SNA9, how can i do wwithout alcohol when stressed ? ,1,0,1,0,0
39NBD6FO, what makes one an addict of alcohol ? ,1,0,1,0,0
TFB5T5K9, how can i stop drinking,1,0,1,0,0
X1ROWD34, how to stop / reduce alcohol,1,0,1,0,0
5SQF3ZIP, how can i do wwithout a relationship ? ,0,1,0,0,0
PW1OUC5S, how to gain momentum in academics,0,1,0,0,0
HFT4O5RI, i feel that nobody loved me as much if i was in my own world i feel much bettee,0,1,0,0,0
BIQ3K5MF, i feel like the world is against me ,0,1,0,0,0
RPR79301, how can i stop drug usage ? ,3,0,0,0,1
SRRPHNPR, does bhang affect your memory ? ,3,0,0,0,1
X8ZI1GT6,"  i have i had a feeling of being lone ranger ,  but i'm okay now",0,1,0,0,0
OSOAIJEZ, how to stop bhang ? ,3,0,0,0,1
UVSIAT7E, i feel like giving up everything,0,1,0,0,0
K186E1KR, i feel sad,0,1,0,0,0
IMXTN5TC, i feel less important to anyone,0,1,0,0,0
DXPY4E6H, causes of alcoholism .  ways in which one can do to stop alcohol,1,0,1,0,0
Z5ZE798J, ways to stop alcohol addiction,1,0,1,0,0
SDRU0I0I, i feel so low like the only way out is death,0,1,0,0,0
7QCXEWFU, what is more to life ? ,3,0,0,0,1
F9NRCHYI," looking for employment , still depressed",0,1,0,0,0
519MFQ9G, what do i do to stop ? ,3,0,0,0,1
AWQDGRT6, i feel well okay,0,1,0,0,0
PO5PLBDQ, i feel low and lost hope in everything i feel betteer now,0,1,0,0,0
DGPCPMEH, i have a disease that drained all resources from my family,0,1,0,0,0
5JLVKXY3, i am involved in a love affair and i would like to know how can i control myself ? ,0,1,0,0,0
H9JJ8H3N, i waste money on alcohol,1,0,1,0,0
GUDI29F9, what are the best coping strategies to deal wwith stress ? ,1,0,1,0,0
W1E9KIF6,"  my sister oftenly faints ,  this troubles me",0,1,0,0,0
9U6OKPXX, hopeless and how to get out of it,0,1,0,0,0
4XNB1V5E, i am depressed and want solitude,0,1,0,0,0
VHHH5F68, is wwithdrawal from people helpful from committing suicide ? ,2,0,0,1,0
NHTQ6O30, i feel stressed,0,1,0,0,0
FHO1C5EF, is there a peer counselling programme,0,1,0,0,0
7TYFSZHT, how to overcome alcoholism ? ,1,0,1,0,0
MO49SQRK, how can i stop taking alcohol ? ,1,0,1,0,0
JGF06QXV, i hate my life,0,1,0,0,0
2WAYPCEQ, i have given up wwith everything in life ,0,1,0,0,0
U9T40R7Q, causes of suicide,2,0,0,1,0
H7X049T2,  im feeling stressed,0,1,0,0,0
CEAOWJOR, why is the larger percentage of youths involved in alcoholism,1,0,1,0,0
BXPHSVEO, where i get money for my needs … where do i get money  for personal needs ? ,0,1,0,0,0
C7QD5SLH, how do i get betteer ? ,0,1,0,0,0
C4Q8W3C9, how to avoid the thoughts ? ,2,0,0,1,0
Z5XWUAEQ, what is the reason for depression ? ,0,1,0,0,0
Y7B63LQT, why do people think of committing suicide ? ,2,0,0,1,0
SGZIY718, what are the effects of drug consumption ? ,3,0,0,0,1
QCIAO332, how do i overcome the feeling of being  weaker and weaker in thoughts,0,1,0,0,0
1A99866J, i feel horrible and unsatisfied,0,1,0,0,0
2K0PN69M, ways of overcoming peer influence of alcoholism . ,1,0,1,0,0
7X4ZSOCS, how do i stop taking alcohol ?  do you recommend rehabilitation,1,0,1,0,0
YNB3JEUO, what will my mum think of me when she finds out that i smoke weed ? ,3,0,0,0,1
AP3VVFX6, will alcohol lead me to a bad place in life,1,0,1,0,0
JPRV8I5J, why do i suffer ? ,2,0,0,1,0
L9NXPIEN, depressed about broken relationship wwith a church pastor after having sex wwith his highschool daughter,0,1,0,0,0
7L9G3QJ9, who can guide me when depressed ? ,0,1,0,0,0
J55053XP, i am financially constrained over school fees and my  family background is not stable wwith a lot of debts … i have an elderly brother who could easily support me but has no job even after graduating,0,1,0,0,0
YMIV9TAR, stressed and overwhelmed by the many thing of life right now i'm taking things easy,0,1,0,0,0
ROK05XD3, i feel very discouraged my self esteem went low,0,1,0,0,0
JOWFMRU7," i feel unloved ,  unwanted",0,1,0,0,0
CPZ81QFJ, i need advise on how to avoid alcohol,1,0,1,0,0
1V9AWIGY, does smoking make one cool ? ,3,0,0,0,1
R0AW64SP, i feel depressed because of issues wwith my best friend and my parents i was at my lowest point being lowkey everyday,0,1,0,0,0
TD15L93X,  i never feel like i am not worth living,0,1,0,0,0
9QYAHRR5, feel so low and sad,0,1,0,0,0
NUCSE95E, being left by the person i loved the most,0,1,0,0,0
8NNK7CZJ, i feel trapped,0,1,0,0,0
94N9JHU2, this are my loneliest moments,0,1,0,0,0
CZ0V545V, i was once depressed and i feel like giving up wwith my life,0,1,0,0,0
UUB5FREC, i tried asking how to stop the habit,1,0,1,0,0
LD2JTQWZ, what are ways of dealing wwith depression,0,1,0,0,0
DQXPXEQN, i want to be alone in no company of friends,0,1,0,0,0
PB50CNUF, i told myself to be strong enough,0,1,0,0,0
6QZH2CWL," lonely ,  isolated ,  very weak",0,1,0,0,0
JYHRF3IE, i feel helpless,0,1,0,0,0
NQL6BXUU, is life this hard ? ,0,1,0,0,0
F5N4RU80, why is it that my health is deteriorating ? ,1,0,1,0,0
KPWR5OTH," i feel wwithdrawn , alone , stressed sad",0,1,0,0,0
IO6PZ9Y1, how can i overcome suicide from heartbreak ? ,2,0,0,1,0
F0I7GIGE, i feel desperate … why is the world so unfair,0,1,0,0,0
698A4P0J, i feel like the world is falling apart,0,1,0,0,0
WLEWY07N, effects of alcohol in my life ? ,1,0,1,0,0
24NNBTL7, how to deal wwith hallucinations ? ,3,0,0,0,1
1HA77QQ3,"  sad ,  lonely and tired",0,1,0,0,0
YZWFPP8M, feel very lonely i'm quite okay,0,1,0,0,0
A4BCYETH, i take alcohol for personal realization . ,1,0,1,0,0
YIXKUJUC, how to quit alcohol ? ,1,0,1,0,0
NIAOYQXU, is life even worth it,2,0,0,1,0
N2DJJ1XY, i feel that everything was coming to an end,0,1,0,0,0
XY588V2F, what are the effects of alcohol on our bodies,1,0,1,0,0
D64IPYOU, how to manage my relationship,2,0,0,1,0
SAWSGYZB, what is the solution for feeling hopeless,0,1,0,0,0
0UNXTGLP, how can i motivate myself when feeling low,0,1,0,0,0
UTKO2AZD, never sought assistance,2,0,0,1,0
2ASR64M6, is alcohol really harmful ? ,1,0,1,0,0
BGPNXEE0, what could i do to deal wwith frustrations ? ,3,0,0,0,1
93HHN24Q, why some things happen over and over again,2,0,0,1,0
MOVEQ145, i did not seek help,2,0,0,1,0
ZHP9VVGC, does weed do any  good ? ,3,0,0,0,1
SA2FYD2A, i feel heart broken,0,1,0,0,0
WGML4P7B, if the person i wronged will forgive me and accept reconciliation,2,0,0,1,0
3GLOZPU4," i feel like the world was against me ,  especially from friends and relatives who were close to me i conquered it that my life is more important",0,1,0,0,0
SMVFTBV1, the feeling was like alone in the world,0,1,0,0,0
8E412HHJ," sad , lonely",0,1,0,0,0
X0YHNC8N,  i feel like giving up,0,1,0,0,0
KLX5TBWE,  is it childish to feel depressed,0,1,0,0,0
ZFTOS18U, how can i shun from the same ? ,0,1,0,0,0
OM77C6FZ, feeling relieved,0,1,0,0,0
NOXKH5TS, whom will i approach when mentally disturbed ? ,0,1,0,0,0
37IG68E9, why do i always feel heartbroken all the time,2,0,0,1,0
YDMU6CHX, i have experienced stress which led to depression i had the issue handled,0,1,0,0,0
Q4R2NXGE, i fee sad and unwanted,0,1,0,0,0
WBGFUUCK, how can i be helped to come out of depression ? ,0,1,0,0,0
AAKPNVQO, i am broke and very  unpreparedness in exams,0,1,0,0,0
2JTGDT5L, what if i live in an isolated place ? ,0,1,0,0,0
UU3DHPUN, how i stop the behaviour of alcohol taking,1,0,1,0,0
ATO107VQ,  how i can be able to handle my stress and not feel like taking away my life,2,0,0,1,0
TBAG3V8T," what could be the cause of my depression , how can i overcome it",0,1,0,0,0
6IGFTWHT, can beer lead to any problem ? ,1,0,1,0,0
1AOWXKXV, how to stop ? ,3,0,0,0,1
FAFZLNY4, i am in a financial crisis,0,1,0,0,0
SRK3NE8O, i have smoked weed and addicted and need assistance ? ,3,0,0,0,1
LGBXU9PN, is alcohol the only form of entertainment for the young adults ? ,1,0,1,0,0
4VMEBNDV, i lost my frather,0,1,0,0,0
2QRTGS6A, why i needed to keep holding on to nothing .  if my life really had a purpose,2,0,0,1,0
E1NEHTU0, how to convince someonee against committing suicide,2,0,0,1,0
019YKKY0," i feel bad about myself ,  i dont want to interact wwith anyone",0,1,0,0,0
A04YR7N0, how to control my emotions .  how to stop drinking . ,1,0,1,0,0
XBFD6MDZ, i feel so low i feel good and betteer now,0,1,0,0,0
EK67UMY1, i feel like committing suicide and need solutions to the problem which led to the depression,0,1,0,0,0
124Y7IO6, financial issues,0,1,0,0,0
6XVOCUMI, how can i stop bhang ? ,3,0,0,0,1
MIZ8T6M9," how do i deal wwith depression , should i do ? ",0,1,0,0,0
ZN43XFVV, i feel like nobody cares,0,1,0,0,0
4SB4B0B5,  i have and the feeling i had was not very pleasing ,0,1,0,0,0
OLQHJ0PO, how should i overcome depression ?  why must it be me ? ,0,1,0,0,0
UZFCOXZP, how can i stay wwithout smoking ? ,3,0,0,0,1
1M6N5OI2, how to stop the addiction ? ,1,0,1,0,0
BHG2VBMC, i feel like killing myself and killing the people who caused my depression,0,1,0,0,0
8BKND7CF, i almost gave up and got no assistance,0,1,0,0,0
8UAQNJAY, am i addicted ? ,1,0,1,0,0
JFXSWJSP, is alcohol helpful to ones health,1,0,1,0,0
57OCJ216, what is a permanent solution to depressed person ? ,0,1,0,0,0
D4PDKNYF, how to deal wwith the problems which can lead to suicide,2,0,0,1,0
0TID986J, how to quit alcohol,1,0,1,0,0
V8L9C5XG, i am overwhelmed on how to deal wwith the issue below i am fine now,0,1,0,0,0
COHF4DEW,"  i feel severely depressed i wwithdraw from people ,  and prefer to be alone",0,1,0,0,0
GI46OIMU, i lost a bet wwith house rent,0,1,0,0,0
MVVH8XCA, i feel uneasy difficulty wwith life,0,1,0,0,0
BS8XRA3X," i have feel sad and hopeless ,  not sure if that's depression",0,1,0,0,0
DP6D3EG6, are there any helpful effects of bhang ? ,3,0,0,0,1
V0C7LKYN," i am very nervous and bothered ,  ",0,1,0,0,0
5272SYMK, where can i find a rehabilitation center ? ,3,0,0,0,1
PKIO2M1G,"  suicidal thoughts ,  stress ,  hyper - arousal",0,1,0,0,0
PQP1IRYK, what are the main causes of excessive alcohol taking,1,0,1,0,0
SJ2J5OEL,  i don't feel like talking to anyone,0,1,0,0,0
1IHTBDJ2, what can i do to be relieved ? ,0,1,0,0,0
LIHIU7DI, main causes of depression and how to deal wwith them when they arise,0,1,0,0,0
U3T52WN4,  i feel lonely and discouraged,0,1,0,0,0
52BWXOL8, sad i am good,0,1,0,0,0
KWNGKGHQ, i feel like life does not make sense,0,1,0,0,0
3MXZDXDL, how to limit myself from getting depressed,0,1,0,0,0
2KOGKZUF," i feel like my life is done ,  no more joy in life",0,1,0,0,0
JZRQUUF1, the loss of my beloved frather,0,1,0,0,0
48HYYYED," why do people take alcohol and how beneficial is it to their life ,  what should one do to avoid taking alcohol",1,0,1,0,0
PMFIIRXF, how can i make money,0,1,0,0,0
IW10CAAM, i feel lonely and  no one wanted to stay around me,0,1,0,0,0
W6C11AZK,  feeling unloved or unwanted and i dont deserve to be alive ,0,1,0,0,0
1ECHO6JY, how to overcome the frustration,2,0,0,1,0
Q06DDJ1O, what are the causes of depression and the effects,0,1,0,0,0
J3ORYNFV," i felt emotionally low and sad most of the time i feel betteer ,  stronger and happier now",0,1,0,0,0
WZ2MGVEF, i am financially  instable,0,1,0,0,0
QEMQKIIN, why all this challenges had to come my way where no one thought of me,2,0,0,1,0
9DOVTEWF, how to stop taking alcohol,1,0,1,0,0
EV19B9ZK, i am devastated and  angry at rather people,0,1,0,0,0
VVC47SJA, how can i stop ? ,1,0,1,0,0
79DO3BLF, what are the effects and how can i get rid of it,1,0,1,0,0
U26JDVW1," i need help ,  who can help me manage my situation ? ",0,1,0,0,0
4HP750CC, how can i get financial sponsorship,0,1,0,0,0
ZZQSS6H4, what do i do  to avoid stress,0,1,0,0,0
DPRVXK1C, i feel sickly and lack appetite,0,1,0,0,0
LPXJIQ0F," i feel like life is not good , since i had no one to talk to",0,1,0,0,0
XS8XILTW, what is the worst experience from alcohol,1,0,1,0,0
YOJA9LQH, why depression occurs,0,1,0,0,0
IKLQJKBL, what should i do to stop alcoholism ? ,1,0,1,0,0
DMC1XK7H," i felt sad , was stressed , low i am now betteer",0,1,0,0,0
FIH2SDXX,  my family split and i am deeply affected,0,1,0,0,0
SRN1G752, loss of a close family member,0,1,0,0,0
HXYQVQWR, what are the means to avoid alcohol ? ,1,0,1,0,0
PNXEUYN8,  family issue,0,1,0,0,0
XWU3Z6IA," what am i going to do to reconcile wwith parents , they have rejected me ? ",0,1,0,0,0
806HFIMM, how can i get out of depression in future,0,1,0,0,0
458NTYKE," had a problem wwith my personal looks , feel sad",0,1,0,0,0
530N0OSW, how can i stop alcohol ? ,1,0,1,0,0
HRDQXFHE, how can i overcome peer pressure,1,0,1,0,0
ETG5YAOK, i was depressed way back in highschool while looking for school fees,0,1,0,0,0
5HNNAWYU, what more is life ? ,1,0,1,0,0
5THWQBRK, can i ever get back to my old person,1,0,1,0,0
8P56CL8S, can i kill myself ? ,0,1,0,0,0
4V3L91FT, i do not find pleasure in doing things,0,1,0,0,0
F0NI9AOY, how can i overcome depression,0,1,0,0,0
A1TVAV77, what can i do not to get depressed ? ,0,1,0,0,0
O55WPPEO, is there anything i can do to avoid  smoking weed ? ,3,0,0,0,1
NO6BCAST, how can i stop drinking alcohol,1,0,1,0,0
W9HP80YU, i don't feel loved,0,1,0,0,0
ZI14LEQ6, low and alone,0,1,0,0,0
DN5UJHKK, i am still thinking of getting back to alcohol,1,0,1,0,0
WI9JJNVI, how can i overcome the alcohol addiction,1,0,1,0,0
XBAYE2FN, does drinking alcohol solve all your problems ? ,1,0,1,0,0
3J7JPGD7, i have low self esteem ,0,1,0,0,0
DJEL7KQ1, i am fearful of failure when i start drinking alcohol,1,0,1,0,0
LMD13ZEK, i was much depressed and a lot of confusion,0,1,0,0,0
9LQLIVJN," i really feel so down ,  disgusted and deserted ,  i feel more depresses and seeking for guidance",0,1,0,0,0
R0RZ3ISJ," i feel lonely , how do i get out of this position",0,1,0,0,0
NM3JOH4T," i feel so low sickly , i was lonely currently feeling betteer after guidance and counselling",0,1,0,0,0
8BR3ZDDW, why do some people judge me too quickly and why do i fail in everything,0,1,0,0,0
1YK7RQ1V, i'm still depressed,0,1,0,0,0
5C7PZ719, how to help when you depressed ? ,0,1,0,0,0
Q7T5GJPT," i feel wwithdrawn ,  how do i get over an ex ? ",0,1,0,0,0
UXMHC2DY, i am experiencing a challenge in raising my school fees and  it was not an easy task because of the family issues,0,1,0,0,0
8A0L8D4F, i feel alone and that everyone had deserted me when i need them the most,0,1,0,0,0
QJRZKSBF, i am an addict . ,1,0,1,0,0
EXF1GZG5, how do i quit drinking excessive alcohol,1,0,1,0,0
4N0N95OJ, what exactly is depression,0,1,0,0,0
ZMXITBVW, how can i stop using alcohol and in what ways can it affect my future ? ,1,0,1,0,0
822XTUHN, why should i stop taking alcohol,1,0,1,0,0
PW3IHHIH, why are most of my friends ignoring me ?  why is it i am going through much in life compared to others,2,0,0,1,0
MFSIUMOQ, feel that life is unworthy,0,1,0,0,0
4WT396Z8, how can i quit alcoholism ? ,1,0,1,0,0
AXB45SPX, what are ways to quit bhang use ? ,3,0,0,0,1
1ZFDUBIG,  fear of the future which is unpredictable and feelings of anxiety,0,1,0,0,0
AZ86LNQL, should i ignore my friends ? ,1,0,1,0,0
D911LP0M,  i am making efforts to quit but it is challenging,3,0,0,0,1
X6ZOTZ9W, should i go back to ex girlfriend ? ,2,0,0,1,0
J6JW6ZKN,  i feel like god had abandoned me or rrather i am  not supposed to be born or existed,0,1,0,0,0
RCNR7KU0, what can i do wwith my life now,0,1,0,0,0
T6WTTRZR, how does someonee commit suicide ? ,2,0,0,1,0
A9YBOHVL, i feel lonely and sad,0,1,0,0,0
BVG5L5JW, i feel wasted and used by my girlfriend ,0,1,0,0,0
QCRNZLUK, how can you come out from a depressing situation ? ,0,1,0,0,0
4HOGHNMY, am i not a man enough ? ,1,0,1,0,0
OED97WAE, how do you get to the point of depression ? ,0,1,0,0,0
C23HZKC4, how will campus education be of help ? ,0,1,0,0,0
758KAJFQ, why am i thinking of suicide ? ,2,0,0,1,0
X0WLSH74, death of a beloved one,0,1,0,0,0
49OI9LFV, does alcohol add value to me ? ,1,0,1,0,0
YWFB8BMK," i just want to sleep ,  relax ,  not consult anybody or a feel to see anybody",0,1,0,0,0
2KPKRR5Q, i feel sad and lost,0,1,0,0,0
W1OOD0X1, how betteer would i quit ? ,3,0,0,0,1
MSEG1EUS, how can i cope up wwith the reality of financial distress ? ,3,0,0,0,1
KR577F9W, what are the effects of bhang ? ,3,0,0,0,1
NSKVDVTP, how to quit drinking completely ? ,1,0,1,0,0
BT009XFM, how can i overcome it ? ,1,0,1,0,0
KO08Y83E,"  getting unexpected results ,   - dissatisfied ,  ",0,1,0,0,0
JHPJKYTB, i have relationship issues,0,1,0,0,0
BWX7DDGA, is it possible to overcome depression,0,1,0,0,0
ML4Q1EUL, i feel suicidal but dont know who to talk to,2,0,0,1,0
1FN3F19Z, being financially unstable,0,1,0,0,0
SKQSS8U2, how can i get school fee to continue wwith my education,0,1,0,0,0
C4ZFBQCG, i feel bad and viewed life as negative currently am betteer,0,1,0,0,0
66S4DCDN," i feel lost ,  unloved ,  used and i just wanted to be alone",0,1,0,0,0
SLQD8WSJ, is life really fair ? ,2,0,0,1,0
AHEFY73G, how to cope wwith the situation,1,0,1,0,0
0KPI3LLQ, how to avoid bad company ? ,1,0,1,0,0
HYC7XX9D,  hopeless,0,1,0,0,0
N5NIMS0Z, hopeless ,0,1,0,0,0
4AEMAVSI, why is alcohol sold along the school perimeter ,1,0,1,0,0
DQ0ZRCBG, what ways i would use to get rid of my messed up life ? ,2,0,0,1,0
9KB39E0J," how does it feel to drink , will i get addicted by drinking once",1,0,1,0,0
QNZTZXTG, how can i feel good about myself ? ,0,1,0,0,0
3NYXT52Q, what are  the effects of bhang to one health .  reasons why young people use bhang,3,0,0,0,1
SJ7CFS9T, what to do in order to heal,2,0,0,1,0
KQFPSMHC, can alcohol make me forget my problem temporarily ? ,1,0,1,0,0
