ID,text,label,Depression,Alcohol,Suicide,Drugs
QDBMJA08,I have low self-esteem,0,1,0,0,0
YS9D64RF,how can i beat alcoholism?,1,0,1,0,0
MKWX9595,how can i stop using grass,3,0,0,0,1
HIE8CSV7,I am discouraged. how can i overcome the feeling?,0,1,0,0,0
F6LTQ978,how to stop alcohol,1,0,1,0,0
P1R7AXPE,should i stop drinking alcohol,1,0,1,0,0
SCBE9RL5,how to overcome such an incident,2,0,0,1,0
27LQQZQ3,side effects and problems associated with depression,0,1,0,0,0
KHJGZIB1,"I feel so irritated, why is this happening?",0,1,0,0,0
VPIOXWS8,what is the best way to withdraw from drugs?,3,0,0,0,1
4HDJ2MLK,feelings of anxiety and fear and feelings of inadequacy,0,1,0,0,0
IXEQA3Y4,what is a good of life?,1,0,1,0,0
X7ONF6SO,what are the effects of depression?,0,1,0,0,0
MTTRV505,steps to overcome suicidal thoughts,2,0,0,1,0
GR0P3AXE,how to avoid becoming addicted,1,0,1,0,0
DQYT5T05,feeling lonely now i feel stupid,0,1,0,0,0
50NFWPFO,why do we use bhang?,3,0,0,0,1
G1CNQX97,I felt incomplete and excessive stress,0,1,0,0,0
7ONNL6JS,"my feelings were chaotic, sad, isolated now betteer",0,1,0,0,0
HBG8Z32E,how to study to avoid failure of my exams,0,1,0,0,0
RICJ4SMV,"was sad, alone, confused now happy and content",0,1,0,0,0
87FJU3OA,how can i stop drug abuse?,3,0,0,0,1
4091K7GR,why do we drink anyway what is the effect of excessive alcohol consumption?,1,0,1,0,0
PTJM4W2F,how to overcome this peer pressure to drink alcohol?,1,0,1,0,0
M4SRHJHN,I think about school expenses,0,1,0,0,0
F4UA4E08,how to manage pain,0,1,0,0,0
4YAZ71T4,what can i do to stop alcohol abuse,1,0,1,0,0
RG2YXG81,how to manage social consumption?,1,0,1,0,0
QY55OB2E,why is life so difficult?,2,0,0,1,0
SP3FVI1L,I'm sad,0,1,0,0,0
LZX05AM2,I feel like my head is exploding a lot of burnout I feel a lot of betting,0,1,0,0,0
TNLKFJ3W,i feel hopeless for now i am fine,0,1,0,0,0
VSMF1JK5,"I got to a point of stagnation, I dropped out of classes",0,1,0,0,0
0WD80PHP,what are the benefits of taking bhang?,3,0,0,0,1
1I1423F8,i feel stressed and hopeless,0,1,0,0,0
SD3C3HNH,difficult,0,1,0,0,0
9XHFLZW0,I feel abandoned and alone,0,1,0,0,0
PBVEUVY5,I can't stop smoking weed because of the good feeling of calm.,3,0,0,0,1
V0SS50TS,I am overwhelmed by life.,2,0,0,1,0
1VIUC0G0,I feel bad,0,1,0,0,0
J6DZPN7V,is the drug worth it?,3,0,0,0,1
4JF0OXGT,I feel like the days are passing in front of me,0,1,0,0,0
S1FD3U91,why do bad things always happen to me?,0,1,0,0,0
T62AVHMC,lonely and stressed,0,1,0,0,0
11CGOZLV,how to avoid wasting my money on alcohol with friends,1,0,1,0,0
UL95QSEX,disappointed,0,1,0,0,0
4FZFI3HJ,how do you get out of depression?,0,1,0,0,0
33K6R2R3,how to stop addiction,1,0,1,0,0
LPV5XWOK,"I am alone and not myself, simply because of relationship problems",0,1,0,0,0
X8GDM3BF,I'm still depressed and worried about my mental health,0,1,0,0,0
OZFGITK8,how am i going to stop?,1,0,1,0,0
HF2DDNQZ,what can be done to reduce the feeling of depression?,0,1,0,0,0
YYNUDOWG,how to reduce binge drinking,1,0,1,0,0
P7Z3JK1D,who should i disclose to my problems,0,1,0,0,0
L1GXD7QK,impacts of alcohol in real life,1,0,1,0,0
P6F3W88R,how can i stop taking bhang?,3,0,0,0,1
XPNDRLBZ,I was so depressed and I felt like the whole world was against me,0,1,0,0,0
TU17R8EH,I feel really annoyed by the situation I find myself in and experience dizziness and lack of appetite,0,1,0,0,0
MNARVFA1,I feel like things were not going my way and I want to give up,0,1,0,0,0
3HVSN1L9,I feel like I wasted my life,0,1,0,0,0
AET542VI,"insomnia, headache, social problems",0,1,0,0,0
E064SNA9,how can i do this without alcohol in case of stress?,1,0,1,0,0
39NBD6FO,what makes you addicted to alcohol?,1,0,1,0,0
TFB5T5K9,how can i stop drinking,1,0,1,0,0
X1ROWD34,how to stop / reduce alcohol,1,0,1,0,0
5SQF3ZIP,how to do without relationship?,0,1,0,0,0
PW1OUC5S,how to gain momentum in academics,0,1,0,0,0
HFT4O5RI,I feel that nobody loved me as much if I was in my own world I feel very stupid,0,1,0,0,0
BIQ3K5MF,I feel like the world is against me,0,1,0,0,0
RPR79301,how can i stop using drugs?,3,0,0,0,1
SRRPHNPR,does bhang affect your memory?,3,0,0,0,1
X8ZI1GT6,"I feel like a single ranger, but I'm fine now",0,1,0,0,0
OSOAIJEZ,how to stop bhang?,3,0,0,0,1
UVSIAT7E,I want to give up everything,0,1,0,0,0
K186E1KR,I feel sad,0,1,0,0,0
IMXTN5TC,i feel less important to anyone,0,1,0,0,0
DXPY4E6H,causes of alcoholism. Ways to Stop Alcohol,1,0,1,0,0
Z5ZE798J,Ways to Stop Addiction to Alcohol,1,0,1,0,0
SDRU0I0I,I feel so low like the only way out is death,0,1,0,0,0
7QCXEWFU,what more in life?,3,0,0,0,1
F9NRCHYI,"looking for a job, still depressed",0,1,0,0,0
519MFQ9G,what should i do to stop?,3,0,0,0,1
AWQDGRT6,I feel good,0,1,0,0,0
PO5PLBDQ,"I feel weak and hopeless, I feel stupid now",0,1,0,0,0
DGPCPMEH,I have an illness that has drained all of my family's resources,0,1,0,0,0
5JLVKXY3,I am involved in a love story and I would like to know how can I control myself?,0,1,0,0,0
H9JJ8H3N,i waste money on alcohol,1,0,1,0,0
GUDI29F9,what are the best strategies to deal with stress?,1,0,1,0,0
W1E9KIF6,"my sister often faints, it bothers me",0,1,0,0,0
9U6OKPXX,hopeless and how to get out,0,1,0,0,0
4XNB1V5E,i'm depressed and i want loneliness,0,1,0,0,0
VHHH5F68,is the withdrawal of people useful to commit suicide?,2,0,0,1,0
NHTQ6O30,I feel stressed,0,1,0,0,0
FHO1C5EF,is there a peer counseling program,0,1,0,0,0
7TYFSZHT,how to overcome alcoholism?,1,0,1,0,0
MO49SQRK,how can i stop drinking alcohol?,1,0,1,0,0
JGF06QXV,I hate my life,0,1,0,0,0
2WAYPCEQ,I gave up everything in life,0,1,0,0,0
U9T40R7Q,causes of suicide,2,0,0,1,0
H7X049T2,i feel stressed,0,1,0,0,0
CEAOWJOR,why is the highest percentage of young people involved in alcoholism,1,0,1,0,0
BXPHSVEO,where can i get money for my needs… where can i get money for my personal needs?,0,1,0,0,0
C7QD5SLH,how to get betteer?,0,1,0,0,0
C4Q8W3C9,how to avoid thoughts?,2,0,0,1,0
Z5XWUAEQ,what is the reason for depression?,0,1,0,0,0
Y7B63LQT,why do people think about suicide?,2,0,0,1,0
SGZIY718,what are the effects of drug use?,3,0,0,0,1
QCIAO332,how to overcome the feeling of being weaker and weaker in thought,0,1,0,0,0
1A99866J,i feel horrible and dissatisfied,0,1,0,0,0
2K0PN69M,Ways to Overcome the Influence of Peer Alcoholism.,1,0,1,0,0
7X4ZSOCS,how to stop drinking alcohol? do you recommend rehabilitation,1,0,1,0,0
YNB3JEUO,what will my mom think when she finds out that I smoke weed?,3,0,0,0,1
AP3VVFX6,will alcohol lead me to a bad place in life,1,0,1,0,0
JPRV8I5J,why am i suffering?,2,0,0,1,0
L9NXPIEN,depressed about broken relationship with church pastor after having sex with high school daughter,0,1,0,0,0
7L9G3QJ9,who can guide me when I'm depressed?,0,1,0,0,0
J55053XP,I am financially constrained by school fees and my family history is not stable with a lot of debt… I have an elderly brother who could easily support me but does not have a job even after graduating,0,1,0,0,0
YMIV9TAR,stressed out and overwhelmed by the many things in life right now I take things easy,0,1,0,0,0
ROK05XD3,"I feel very discouraged, my self-esteem has become low",0,1,0,0,0
JOWFMRU7,"I feel unloved, unwanted",0,1,0,0,0
CPZ81QFJ,i need advice to avoid alcohol,1,0,1,0,0
1V9AWIGY,does smoking make you cool?,3,0,0,0,1
R0AW64SP,i feel depressed because of problems with my best friend and my parents i was at my lowest point being lowkey everyday,0,1,0,0,0
TD15L93X,I never feel like I'm not worth living,0,1,0,0,0
9QYAHRR5,feel so low and sad,0,1,0,0,0
NUCSE95E,to be left by the person I loved the most,0,1,0,0,0
8NNK7CZJ,i feel trapped,0,1,0,0,0
94N9JHU2,these are my most lonely moments,0,1,0,0,0
CZ0V545V,I was once depressed and I want to give up my life,0,1,0,0,0
UUB5FREC,I tried to ask how to stop this habit,1,0,1,0,0
LD2JTQWZ,what are the ways to deal with depression,0,1,0,0,0
DQXPXEQN,I want to be alone without the company of friends,0,1,0,0,0
PB50CNUF,I told myself to be strong enough,0,1,0,0,0
6QZH2CWL,"lonely, isolated, very weak",0,1,0,0,0
JYHRF3IE,I feel helpless,0,1,0,0,0
NQL6BXUU,is life so difficult?,0,1,0,0,0
F5N4RU80,why is my health deteriorating?,1,0,1,0,0
KPWR5OTH,"I feel withdrawn, alone, stressed, sad",0,1,0,0,0
IO6PZ9Y1,how can i overcome the suicide of grief?,2,0,0,1,0
F0I7GIGE,I feel hopeless… why is the world so unfair,0,1,0,0,0
698A4P0J,I feel like the world is falling apart,0,1,0,0,0
WLEWY07N,effects of alcohol in my life?,1,0,1,0,0
24NNBTL7,how to deal with hallucinations?,3,0,0,0,1
1HA77QQ3,"sad, lonely and tired",0,1,0,0,0
YZWFPP8M,feel very lonely i am fine,0,1,0,0,0
A4BCYETH,I take alcohol for personal fulfillment.,1,0,1,0,0
YIXKUJUC,how to stop alcohol?,1,0,1,0,0
NIAOYQXU,is life worth it,2,0,0,1,0
N2DJJ1XY,I feel it all ended,0,1,0,0,0
XY588V2F,what are the effects of alcohol on our body,1,0,1,0,0
D64IPYOU,how to manage my relationship,2,0,0,1,0
SAWSGYZB,what is the solution to feeling hopeless,0,1,0,0,0
0UNXTGLP,how can i motivate myself when i feel weak,0,1,0,0,0
UTKO2AZD,never asked for help,2,0,0,1,0
2ASR64M6,is alcohol really harmful?,1,0,1,0,0
BGPNXEE0,what can I do to deal with frustrations?,3,0,0,0,1
93HHN24Q,why certain things happen over and over,2,0,0,1,0
MOVEQ145,I did not seek help,2,0,0,1,0
ZHP9VVGC,does grass do good?,3,0,0,0,1
SA2FYD2A,I feel heartbroken,0,1,0,0,0
WGML4P7B,if the person I wronged will forgive me and accept reconciliation,2,0,0,1,0
3GLOZPU4,"I feel like the world was against me, especially friends and relatives who were close to me, I conquered that my life is more important",0,1,0,0,0
SMVFTBV1,the feeling was like alone in the world,0,1,0,0,0
8E412HHJ,"sad, lonely",0,1,0,0,0
X0YHNC8N,I want to give up,0,1,0,0,0
KLX5TBWE,is it childish to feel depressed,0,1,0,0,0
ZFTOS18U,how can i avoid the same?,0,1,0,0,0
OM77C6FZ,Feel relieved,0,1,0,0,0
NOXKH5TS,Who do I contact if I have a mental disorder?,0,1,0,0,0
37IG68E9,why do I always feel heartbroken all the time,2,0,0,1,0
YDMU6CHX,"I experienced a stress that led to depression, I had the problem solved",0,1,0,0,0
Q4R2NXGE,I am sad and unwanted,0,1,0,0,0
WBGFUUCK,how can i be helped out of depression?,0,1,0,0,0
AAKPNVQO,I am broke and very ill prepared for exams,0,1,0,0,0
2JTGDT5L,What if I live in an isolated location?,0,1,0,0,0
UU3DHPUN,how i stop drinking behavior,1,0,1,0,0
ATO107VQ,how I can manage my stress and not want to take my life,2,0,0,1,0
TBAG3V8T,"what could be the cause of my depression, how can I overcome it",0,1,0,0,0
6IGFTWHT,can beer cause problems?,1,0,1,0,0
1AOWXKXV,how to stop?,3,0,0,0,1
FAFZLNY4,I am in a financial crisis,0,1,0,0,0
SRK3NE8O,I smoked weed and am addicted and need help?,3,0,0,0,1
LGBXU9PN,is alcohol the only form of entertainment for young adults?,1,0,1,0,0
4VMEBNDV,i lost my brother,0,1,0,0,0
2QRTGS6A,why I had to keep nothing. if my life really had a purpose,2,0,0,1,0
E1NEHTU0,how to convince someone not to commit suicide,2,0,0,1,0
019YKKY0,"I feel bad, I don't want to interact with anyone",0,1,0,0,0
A04YR7N0,how to control my emotions. how to stop drinking.,1,0,1,0,0
XBFD6MDZ,i feel so low i feel good and suck now,0,1,0,0,0
EK67UMY1,i want to kill myself and i need solutions to the problem that led to depression,0,1,0,0,0
124Y7IO6,financial problems,0,1,0,0,0
6XVOCUMI,how can i stop bhang?,3,0,0,0,1
MIZ8T6M9,"how to deal with depression, should I do?",0,1,0,0,0
ZN43XFVV,I feel like nobody cares,0,1,0,0,0
4SB4B0B5,I have and the feeling that I had was not very pleasant,0,1,0,0,0
OLQHJ0PO,how do i overcome depression? why it must be me,0,1,0,0,0
UZFCOXZP,how can i stay smoke free?,3,0,0,0,1
1M6N5OI2,how to stop addiction?,1,0,1,0,0
BHG2VBMC,I want to kill myself and the people who caused my depression,0,1,0,0,0
8BKND7CF,i almost gave up and got no help,0,1,0,0,0
8UAQNJAY,am i addicted,1,0,1,0,0
JFXSWJSP,is alcohol useful for health,1,0,1,0,0
57OCJ216,what is a permanent solution to a depressed person?,0,1,0,0,0
D4PDKNYF,how to deal with problems that can lead to suicide,2,0,0,1,0
0TID986J,how to stop alcohol,1,0,1,0,0
V8L9C5XG,"I'm overwhelmed on how to deal with the problem below, I'm fine now",0,1,0,0,0
COHF4DEW,I feel severely depressed I withdraw from people and I prefer to be alone,0,1,0,0,0
GI46OIMU,I lost a bet with the house rent,0,1,0,0,0
MVVH8XCA,i feel uncomfortable with life,0,1,0,0,0
BS8XRA3X,"I feel sad and hopeless, I don't know if it's depression",0,1,0,0,0
DP6D3EG6,are there any useful effects of bhang?,3,0,0,0,1
V0C7LKYN,"I am very nervous and upset,",0,1,0,0,0
5272SYMK,where can i find a rehabilitation center?,3,0,0,0,1
PKIO2M1G,"suicidal thoughts, stress, hyperexcitation",0,1,0,0,0
PQP1IRYK,what are the main causes of excessive alcohol consumption,1,0,1,0,0
SJ2J5OEL,I don't want to talk to anyone,0,1,0,0,0
1IHTBDJ2,what can i do to be relieved?,0,1,0,0,0
LIHIU7DI,main causes of depression and how to deal with them when they arise,0,1,0,0,0
U3T52WN4,I feel alone and discouraged,0,1,0,0,0
52BWXOL8,sad i am good,0,1,0,0,0
KWNGKGHQ,I feel like life has no meaning,0,1,0,0,0
3MXZDXDL,how to keep me from getting depressed,0,1,0,0,0
2KOGKZUF,"I feel like my life is over, no more joie de vivre",0,1,0,0,0
JZRQUUF1,the loss of my beloved brother,0,1,0,0,0
48HYYYED,"why people drink alcohol and how beneficial it is for their lives, what to do to avoid alcohol",1,0,1,0,0
PMFIIRXF,how can i make money,0,1,0,0,0
IW10CAAM,I feel alone and no one wanted to stay around me,0,1,0,0,0
W6C11AZK,feel unloved or unwanted and I don't deserve to be alive,0,1,0,0,0
1ECHO6JY,how to overcome frustration,2,0,0,1,0
Q06DDJ1O,what are the causes of depression and the effects,0,1,0,0,0
J3ORYNFV,"I felt emotionally weak and sad most of the time I feel stupid, stronger and happier now",0,1,0,0,0
WZ2MGVEF,I am financially unstable,0,1,0,0,0
QEMQKIIN,why all these challenges had to meet me where no one thought of me,2,0,0,1,0
9DOVTEWF,how to stop drinking alcohol,1,0,1,0,0
EV19B9ZK,I am devastated and angry with people,0,1,0,0,0
VVC47SJA,how can i stop?,1,0,1,0,0
79DO3BLF,what are the effects and how can i get rid of it,1,0,1,0,0
U26JDVW1,"I need help, who can help me manage my situation?",0,1,0,0,0
4HP750CC,how to get a financial sponsorship,0,1,0,0,0
ZZQSS6H4,what should i do to avoid stress,0,1,0,0,0
DPRVXK1C,i feel sick and lack appetite,0,1,0,0,0
LPXJIQ0F,I feel like life is not good because I had no one to talk to,0,1,0,0,0
XS8XILTW,what is the worst alcohol experience,1,0,1,0,0
YOJA9LQH,why depression occurs,0,1,0,0,0
IKLQJKBL,what should i do to stop alcoholism?,1,0,1,0,0
DMC1XK7H,"I felt sad, stressed, low I am now betteer",0,1,0,0,0
FIH2SDXX,my family split up and I am deeply touched,0,1,0,0,0
SRN1G752,loss of a close family member,0,1,0,0,0
HXYQVQWR,what are the ways to avoid alcohol?,1,0,1,0,0
PNXEUYN8,family problem,0,1,0,0,0
XWU3Z6IA,"what will I do to reconcile with the parents, they rejected me?",0,1,0,0,0
806HFIMM,how to get out of depression in the future,0,1,0,0,0
458NTYKE,had a problem with my personal appearance I'm sad,0,1,0,0,0
530N0OSW,how can i stop alcohol?,1,0,1,0,0
HRDQXFHE,how can i overcome peer pressure,1,0,1,0,0
ETG5YAOK,I was depressed back in high school while looking for school fees,0,1,0,0,0
5HNNAWYU,what more life?,1,0,1,0,0
5THWQBRK,can i ever go back to my old person,1,0,1,0,0
8P56CL8S,can i commit suicide,0,1,0,0,0
4V3L91FT,I don't find pleasure in doing things,0,1,0,0,0
F0NI9AOY,how can i overcome depression,0,1,0,0,0
A1TVAV77,what can i do to not get depressed?,0,1,0,0,0
O55WPPEO,can i do something to avoid smoking weed?,3,0,0,0,1
NO6BCAST,how can i stop drinking alcohol,1,0,1,0,0
W9HP80YU,i don't feel loved,0,1,0,0,0
ZI14LEQ6,low and alone,0,1,0,0,0
DN5UJHKK,I always think about going back to alcohol,1,0,1,0,0
WI9JJNVI,how can i overcome alcohol addiction,1,0,1,0,0
XBAYE2FN,does drinking alcohol solve all your problems?,1,0,1,0,0
3J7JPGD7,I have low self-esteem,0,1,0,0,0
DJEL7KQ1,I'm afraid of failure when I start drinking alcohol,1,0,1,0,0
LMD13ZEK,I was very depressed and a lot of confusion,0,1,0,0,0
9LQLIVJN,"I feel really depressed, disgusted and abandoned, I feel more depressed and I seek advice",0,1,0,0,0
R0RZ3ISJ,"I feel alone, how to get out of this position",0,1,0,0,0
NM3JOH4T,"I feel so weak sickly, I felt alone currently betteer after being guided and advised",0,1,0,0,0
8BR3ZDDW,why some people judge me too quickly and why am I failing in everything,0,1,0,0,0
1YK7RQ1V,i'm still depressed,0,1,0,0,0
5C7PZ719,how to help when you are depressed?,0,1,0,0,0
Q7T5GJPT,"I feel withdrawn, how to overcome an ex?",0,1,0,0,0
UXMHC2DY,I am struggling to increase my school fees and it was not an easy task because of family problems,0,1,0,0,0
8A0L8D4F,I feel lonely and everyone left me when I need it most,0,1,0,0,0
QJRZKSBF,I'm addicted.,1,0,1,0,0
EXF1GZG5,how to stop drinking too much alcohol,1,0,1,0,0
4N0N95OJ,what exactly is depression,0,1,0,0,0
ZMXITBVW,how can i stop drinking and in what ways can it affect my future?,1,0,1,0,0
822XTUHN,why should i stop drinking alcohol,1,0,1,0,0
PW3IHHIH,why do most of my friends ignore me? why do i go through a lot of life compared to others,2,0,0,1,0
MFSIUMOQ,feel that life is unworthy,0,1,0,0,0
4WT396Z8,how can i stop alcoholism?,1,0,1,0,0
AXB45SPX,how to stop the use of bhang?,3,0,0,0,1
1ZFDUBIG,fear of the unpredictable future and feelings of anxiety,0,1,0,0,0
AZ86LNQL,should i ignore my friends?,1,0,1,0,0
D911LP0M,I try to stop but it's difficult,3,0,0,0,1
X6ZOTZ9W,should i go back to my ex girlfriend?,2,0,0,1,0
J6JW6ZKN,I feel like God has abandoned me or rather I am not supposed to be born or to exist,0,1,0,0,0
RCNR7KU0,what can i do with my life now,0,1,0,0,0
T6WTTRZR,how does someone commit suicide,2,0,0,1,0
A9YBOHVL,i feel lonely and sad,0,1,0,0,0
BVG5L5JW,I feel lost and used by my girlfriend,0,1,0,0,0
QCRNZLUK,how to get out of a depressing situation?,0,1,0,0,0
4HOGHNMY,am i not man enough?,1,0,1,0,0
OED97WAE,how do you get to depression?,0,1,0,0,0
C23HZKC4,how will campus education help?,0,1,0,0,0
758KAJFQ,why am i thinking about suicide,2,0,0,1,0
X0WLSH74,death of a loved one,0,1,0,0,0
49OI9LFV,does alcohol add value for me?,1,0,1,0,0
YWFB8BMK,"I just want to sleep, relax, see no one, or want to see anyone",0,1,0,0,0
2KPKRR5Q,i feel sad and lost,0,1,0,0,0
W1OOD0X1,how should betteer stop?,3,0,0,0,1
MSEG1EUS,how to face the reality of financial distress?,3,0,0,0,1
KR577F9W,what are the effects of bhang?,3,0,0,0,1
NSKVDVTP,how to stop drinking completely,1,0,1,0,0
BT009XFM,how can i overcome it?,1,0,1,0,0
KO08Y83E,"get unexpected results, - dissatisfied,",0,1,0,0,0
JHPJKYTB,I have relationship problems,0,1,0,0,0
BWX7DDGA,is it possible to overcome depression,0,1,0,0,0
ML4Q1EUL,i feel suicidal but i don't know who to talk to,2,0,0,1,0
1FN3F19Z,be financially unstable,0,1,0,0,0
SKQSS8U2,how can i get tuition to continue with my studies,0,1,0,0,0
C4ZFBQCG,i feel bad and considered life negative currently,0,1,0,0,0
66S4DCDN,"I feel lost, unloved, used and just wanted to be alone",0,1,0,0,0
SLQD8WSJ,is life really fair?,2,0,0,1,0
AHEFY73G,how to deal with the situation,1,0,1,0,0
0KPI3LLQ,how to avoid bad company?,1,0,1,0,0
HYC7XX9D,desperate,0,1,0,0,0
N5NIMS0Z,desperate,0,1,0,0,0
4AEMAVSI,why is alcohol sold along the school perimeter,1,0,1,0,0
DQ0ZRCBG,how would i use to get rid of my messed up life?,2,0,0,1,0
9KB39E0J,"how does it feel to drink, will i get addicted by drinking once",1,0,1,0,0
QNZTZXTG,how can i feel good about myself?,0,1,0,0,0
3NYXT52Q,what are the health effects of bhang. reasons why young people use bhang,3,0,0,0,1
SJ7CFS9T,what to do to cure,2,0,0,1,0
KQFPSMHC,can alcohol make me temporarily forget my problem?,1,0,1,0,0
TW5OZ0FT,I feel like I can't manage my thoughts,0,1,0,0,0
TI7ZV4JN,what are the effects of alcohol on the liver,1,0,1,0,0
SODQJHO6,"I feel like nothing matters and everything was messy now, I feel like things matter",0,1,0,0,0
E5CV0MKI,I cannot collect money for my studies,0,1,0,0,0
WYHWQWGQ,my loved ones refuse me… I wonder if I am part of my family?,0,1,0,0,0
PU0V70X8,how to avoid depression?,0,1,0,0,0
QAA28H63,how can i overcome stress,0,1,0,0,0
PXYR9D4W,how can i make it disappear?,2,0,0,1,0
9XGSA7NA,what are the causes of depression?,0,1,0,0,0
I7DEVJAV,does he take alcohol?,1,0,1,0,0
0HK6V5IQ,I am bored,0,1,0,0,0
5U9CA7JB,what is the cure for depression,0,1,0,0,0
JG53WKEQ,how can i feel pissed on myself,0,1,0,0,0
WV139P3G,What is the meaning of life ?,0,1,0,0,0
KTB98LYD,why did my loved ones betray me?,0,1,0,0,0
G56ZI56J,I feel very lonely that no one could understand,0,1,0,0,0
43COYA4O,what is the benefit of alcohol,1,0,1,0,0
ZVE1876W,should i talk to my friends and co-worker counselor about my depression?,0,1,0,0,0
1NYXESRZ,how can i be helped to cure depression,0,1,0,0,0
RFP8XV4M,"I underwent female genital mutilation when I was young, even if I consented",0,1,0,0,0
